script,timestamp,server,cpu,gpu,model,device,dtype,quant,precision,workload,sla_seconds,think_time_s,level,is_best,result,note,replicas,batch_size,offered_rps,requests_per_minute,rho,requests_measured,images_per_second,images_per_minute,avg_ms_per_image,avg_s_per_image,denoising_steps_per_s,denoise_pct,cpu_launch_ms,gpu_ms,p50_ms,p95_ms,p99_ms,mean_latency_ms,predicted_mean_ms,sla_attainment_pct,dropped,mean_batch_size,queue_depth_max,cpu_cores_busy_mean,gpu_util_pct_mean,gpu_power_w_mean,cpu_power_w_mean,power_w_mean,images_per_second_per_w,file
dit_throughput,20260916_044658,SR630 V4,6740P,L4,Efficient-Large-Model/Sana_1600M_1024px_diffusers,cpu,bfloat16,disabled,bfloat16,throughput,,,,,ok,,1,1,,,,,0.037,2.22,27027.0,26.70,0.75,82.8,,,,,,,,,,,,46.5,,,340.8,340.8,0.000,dit_throughput_Efficient-Large-Model_Sana_1600M_1024px_diffusers_bfloat16_20260916_044658.txt
server_dit_benchmark,20260917_142237,SR630 V4,6740P,L4,Efficient-Large-Model/Sana_1600M_1024px_diffusers,cpu,bfloat16,disabled,bfloat16,interactive,30,30,0.694,,FAIL,stopped early: 3 scored misses already put p95 over the SLA,1,1,0.01157,0.694,0.25,30,0.032,1.92,31250.0,31.2500,0.640,,,,40320.0,42570.0,42880.0,36200.0,25220.0,25.0,0,1.00,1,38.5,,,,330.7,0.000097,server_dit_Efficient-Large-Model_Sana_1600M_1024px_diffusers_bfloat16_cpu1r_20260917_142237.txt
server_dit_benchmark,20260917_142237,SR630 V4,6740P,L4,Efficient-Large-Model/Sana_1600M_1024px_diffusers,cpu,bfloat16,disabled,bfloat16,interactive,30,30,1.388,,FAIL,stopped early: 5 scored misses already put p95 over the SLA,1,1,0.02313,1.388,0.50,30,0.031,1.86,32258.1,32.2581,0.620,,,,64850.0,inf,inf,59630.0,32430.0,0.0,1,1.00,4,45.9,,,,345.5,0.000090,server_dit_Efficient-Large-Model_Sana_1600M_1024px_diffusers_bfloat16_cpu1r_20260917_142237.txt
dit_throughput,20260916_044658,SR630 V4,6740P,L4,Efficient-Large-Model/Sana_1600M_1024px_diffusers,cpu,bfloat16,disabled,bfloat16,throughput,,,,yes,ok,,2,1,,,,,0.070,4.20,14285.7,28.69,1.39,166.1,,,,,,,,,,,,92.6,,,2223.9,2223.9,0.000,dit_throughput_Efficient-Large-Model_Sana_1600M_1024px_diffusers_bfloat16_20260916_044658.txt
server_dit_benchmark,20260917_154027,SR630 V4,6740P,L4,Efficient-Large-Model/Sana_1600M_1024px_diffusers,cpu,bfloat16,disabled,bfloat16,interactive,30,30,1.246,,FAIL,stopped early: 3 scored misses already put p95 over the SLA,2,1,0.02077,1.246,0.25,30,0.028,1.68,35714.3,35.7143,0.560,,,,23130.0,33170.0,34120.0,24780.0,24880.0,83.3,0,1.00,1,30.8,,,,718.5,0.000039,server_dit_Efficient-Large-Model_Sana_1600M_1024px_diffusers_bfloat16_cpu2r_20260917_154027.txt
server_dit_benchmark,20260917_154027,SR630 V4,6740P,L4,Efficient-Large-Model/Sana_1600M_1024px_diffusers,cpu,bfloat16,disabled,bfloat16,interactive,30,30,2.492,,FAIL,stopped early: 5 scored misses already put p95 over the SLA,2,1,0.04153,2.492,0.50,30,0.054,3.24,18518.5,18.5185,1.080,,,,48710.0,54360.0,55010.0,46630.0,28100.0,0.0,0,1.00,4,83.4,,,,413.5,0.000131,server_dit_Efficient-Large-Model_Sana_1600M_1024px_diffusers_bfloat16_cpu2r_20260917_154027.txt
dit_throughput,20260916_031017,SR630 V4,6740P,L4,Efficient-Large-Model/Sana_1600M_1024px_diffusers,cuda,bfloat16,disabled,bfloat16,throughput,,,,,ok,,1,1,,,,,0.238,14.28,4201.7,4.20,4.76,0.5,,,,,,,,,,,,1.1,99.5,71.8,260.5,332.3,0.001,dit_throughput_Efficient-Large-Model_Sana_1600M_1024px_diffusers_bfloat16_20260916_031017.txt
server_dit_benchmark,20260916_163328,SR630 V4,6740P,L4,Efficient-Large-Model/Sana_1600M_1024px_diffusers,cuda,bfloat16,disabled,bfloat16,interactive,30,30,7.132,,PASS,ok,1,1,0.11887,7.132,0.50,100,0.117,7.02,8547.0,8.5470,2.340,,,,4840.0,17790.0,21410.0,7560.0,6310.0,100.0,0,1.00,4,0.5,49.9,,,308.5,0.000379,server_dit_Efficient-Large-Model_Sana_1600M_1024px_diffusers_bfloat16_cuda1r_20260916_163328.txt
server_dit_benchmark,20260916_163328,SR630 V4,6740P,L4,Efficient-Large-Model/Sana_1600M_1024px_diffusers,cuda,bfloat16,disabled,bfloat16,interactive,30,30,9.985,,PASS,ok,1,1,0.16642,9.985,0.70,100,0.164,9.84,6097.6,6.0976,3.280,,,,8530.0,23170.0,28820.0,10720.0,9110.0,99.0,0,1.00,7,0.8,69.8,,,747.8,0.000219,server_dit_Efficient-Large-Model_Sana_1600M_1024px_diffusers_bfloat16_cuda1r_20260916_163328.txt
server_dit_benchmark,20260916_163328,SR630 V4,6740P,L4,Efficient-Large-Model/Sana_1600M_1024px_diffusers,cuda,bfloat16,disabled,bfloat16,interactive,30,30,12.125,,PASS,ok,1,1,0.20208,12.125,0.85,100,0.199,11.94,5025.1,5.0251,3.980,,,,13170.0,27950.0,32790.0,14500.0,16120.0,97.0,0,1.00,8,0.9,85.2,,,846.4,0.000235,server_dit_Efficient-Large-Model_Sana_1600M_1024px_diffusers_bfloat16_cuda1r_20260916_163328.txt
server_dit_benchmark,20260916_163328,SR630 V4,6740P,L4,Efficient-Large-Model/Sana_1600M_1024px_diffusers,cuda,bfloat16,disabled,bfloat16,interactive,30,30,12.628,yes,PASS,ok,1,1,0.21047,12.628,0.89,100,0.207,12.42,4830.9,4.8309,4.140,,,,14280.0,29750.0,33530.0,15850.0,20430.0,95.0,0,1.00,8,1.0,88.9,,,869.5,0.000238,server_dit_Efficient-Large-Model_Sana_1600M_1024px_diffusers_bfloat16_cuda1r_20260916_163328.txt
server_dit_benchmark,20260916_163328,SR630 V4,6740P,L4,Efficient-Large-Model/Sana_1600M_1024px_diffusers,cuda,bfloat16,disabled,bfloat16,interactive,30,30,13.151,,FAIL,stopped early: 6 scored misses already put p95 over the SLA,1,1,0.21918,13.151,0.92,100,0.220,13.20,4545.5,4.5455,4.400,,,,25140.0,31730.0,35880.0,22150.0,29050.0,86.4,0,1.00,8,1.1,98.4,,,331.7,0.000663,server_dit_Efficient-Large-Model_Sana_1600M_1024px_diffusers_bfloat16_cuda1r_20260916_163328.txt
server_dit_benchmark,20260916_163328,SR630 V4,6740P,L4,Efficient-Large-Model/Sana_1600M_1024px_diffusers,cuda,bfloat16,disabled,bfloat16,interactive,30,30,14.264,,FAIL,stopped early: 7 scored misses already put p95 over the SLA,1,1,0.23773,14.264,1.00,100,0.184,11.04,5434.8,5.4348,3.680,,,,30340.0,33910.0,34400.0,29290.0,inf,46.2,0,1.00,8,1.1,98.7,,,331.8,0.000555,server_dit_Efficient-Large-Model_Sana_1600M_1024px_diffusers_bfloat16_cuda1r_20260916_163328.txt
server_dit_vllm,20260919_040919,SR630 V4,6740P,L4,Efficient-Large-Model/Sana_1600M_1024px_diffusers,cuda,bfloat16,disabled,bfloat16,interactive,30,30,12.442,,PASS,ok,1,1,0.20737,12.442,0.50,100,0.204,12.24,4902.0,4.9020,4.080,,,,2770.0,10090.0,12200.0,4320.0,3620.0,100.0,0,,5,0.8,49.5,,,310.9,0.000656,server_dit_vllm_Efficient-Large-Model_Sana_1600M_1024px_diffusers_bfloat16_cuda1r_20260919_040919.txt
server_dit_vllm,20260919_040919,SR630 V4,6740P,L4,Efficient-Large-Model/Sana_1600M_1024px_diffusers,cuda,bfloat16,disabled,bfloat16,interactive,30,30,17.418,,PASS,ok,1,1,0.29030,17.418,0.70,100,0.286,17.16,3496.5,3.4965,5.720,,,,4860.0,13200.0,16410.0,6110.0,5220.0,100.0,0,,6,1.1,69.4,,,1069.2,0.000267,server_dit_vllm_Efficient-Large-Model_Sana_1600M_1024px_diffusers_bfloat16_cuda1r_20260919_040919.txt
server_dit_vllm,20260919_040919,SR630 V4,6740P,L4,Efficient-Large-Model/Sana_1600M_1024px_diffusers,cuda,bfloat16,disabled,bfloat16,interactive,30,30,21.151,,PASS,ok,1,1,0.35252,21.151,0.85,100,0.346,20.76,2890.2,2.8902,6.920,,,,7400.0,15860.0,18660.0,8240.0,9240.0,100.0,0,,8,1.3,85.9,,,1234.7,0.000280,server_dit_vllm_Efficient-Large-Model_Sana_1600M_1024px_diffusers_bfloat16_cuda1r_20260919_040919.txt
server_dit_vllm,20260919_040919,SR630 V4,6740P,L4,Efficient-Large-Model/Sana_1600M_1024px_diffusers,cuda,bfloat16,disabled,bfloat16,interactive,30,30,22.941,yes,PASS,ok,1,1,0.38235,22.941,0.92,100,0.375,22.50,2666.7,2.6667,7.500,,,,9990.0,18040.0,19940.0,10340.0,16650.0,100.0,0,,8,1.4,92.9,,,331.0,0.001133,server_dit_vllm_Efficient-Large-Model_Sana_1600M_1024px_diffusers_bfloat16_cuda1r_20260919_040919.txt
server_dit_vllm,20260919_040919,SR630 V4,6740P,L4,Efficient-Large-Model/Sana_1600M_1024px_diffusers,cuda,bfloat16,disabled,bfloat16,interactive,30,30,23.893,,FAIL,no steady state under SLA: queue would settle at mean 186.1 s at rho 0.99,1,1,0.39822,23.893,0.96,100,0.388,23.28,2577.3,2.5773,7.760,,,,14650.0,21100.0,24110.0,13370.0,31490.0,100.0,0,,10,1.5,96.6,,,332.7,0.001166,server_dit_vllm_Efficient-Large-Model_Sana_1600M_1024px_diffusers_bfloat16_cuda1r_20260919_040919.txt
server_dit_vllm,20260919_040919,SR630 V4,6740P,L4,Efficient-Large-Model/Sana_1600M_1024px_diffusers,cuda,bfloat16,disabled,bfloat16,interactive,30,30,24.883,,FAIL,overloaded: offered 24.88/min >= measured capacity 24.00/min (rho 1.04); met the SLA only because the level ended,1,1,0.41472,24.883,1.00,100,0.400,24.00,2500.0,2.5000,8.000,,,,18700.0,26090.0,28580.0,17650.0,inf,100.0,0,,11,1.5,99.4,,,334.3,0.001197,server_dit_vllm_Efficient-Large-Model_Sana_1600M_1024px_diffusers_bfloat16_cuda1r_20260919_040919.txt
dit_throughput,20260916_031017,SR630 V4,6740P,L4,Efficient-Large-Model/Sana_1600M_1024px_diffusers,cuda,bfloat16,disabled,bfloat16,throughput,,,,yes,ok,,1,2,,,,,0.274,16.44,3649.6,3.66,5.47,0.3,,,,,,,,,,,,1.0,99.5,71.9,260.5,332.4,0.001,dit_throughput_Efficient-Large-Model_Sana_1600M_1024px_diffusers_bfloat16_20260916_031017.txt
server_dit_benchmark,20260916_172341,SR630 V4,6740P,L4,Efficient-Large-Model/Sana_1600M_1024px_diffusers,cuda,bfloat16,disabled,bfloat16,interactive,30,30,7.115,,PASS,ok,1,2,0.11858,7.115,0.50,100,0.117,7.02,8547.0,8.5470,2.340,,,,4820.0,16330.0,17570.0,7210.0,,100.0,0,1.28,4,0.5,47.3,,,307.6,0.000380,server_dit_Efficient-Large-Model_Sana_1600M_1024px_diffusers_bfloat16_cuda1r_20260916_172341.txt
server_dit_benchmark,20260916_172341,SR630 V4,6740P,L4,Efficient-Large-Model/Sana_1600M_1024px_diffusers,cuda,bfloat16,disabled,bfloat16,interactive,30,30,9.961,,PASS,ok,1,2,0.16602,9.961,0.70,100,0.164,9.84,6097.6,6.0976,3.280,,,,8220.0,20460.0,24700.0,9310.0,,100.0,0,1.47,6,0.7,65.3,,,743.5,0.000221,server_dit_Efficient-Large-Model_Sana_1600M_1024px_diffusers_bfloat16_cuda1r_20260916_172341.txt
server_dit_benchmark,20260916_172341,SR630 V4,6740P,L4,Efficient-Large-Model/Sana_1600M_1024px_diffusers,cuda,bfloat16,disabled,bfloat16,interactive,30,30,12.095,,PASS,ok,1,2,0.20158,12.095,0.85,100,0.198,11.88,5050.5,5.0505,3.960,,,,10490.0,24070.0,28700.0,11830.0,,99.0,0,1.57,7,0.8,78.0,,,842.0,0.000235,server_dit_Efficient-Large-Model_Sana_1600M_1024px_diffusers_bfloat16_cuda1r_20260916_172341.txt
server_dit_benchmark,20260916_172341,SR630 V4,6740P,L4,Efficient-Large-Model/Sana_1600M_1024px_diffusers,cuda,bfloat16,disabled,bfloat16,interactive,30,30,14.229,,PASS,ok,1,2,0.23715,14.229,1.00,100,0.232,13.92,4310.3,4.3103,4.640,,,,14680.0,27480.0,31920.0,15310.0,,97.0,0,1.76,8,1.0,89.8,,,327.3,0.000709,server_dit_Efficient-Large-Model_Sana_1600M_1024px_diffusers_bfloat16_cuda1r_20260916_172341.txt
server_dit_benchmark,20260916_172341,SR630 V4,6740P,L4,Efficient-Large-Model/Sana_1600M_1024px_diffusers,cuda,bfloat16,disabled,bfloat16,interactive,30,30,14.893,yes,PASS,ok,1,2,0.24822,14.893,1.05,100,0.242,14.52,4132.2,4.1322,4.840,,,,16730.0,29360.0,33860.0,17470.0,,97.0,0,1.84,8,1.0,93.1,,,329.1,0.000735,server_dit_Efficient-Large-Model_Sana_1600M_1024px_diffusers_bfloat16_cuda1r_20260916_172341.txt
server_dit_benchmark,20260916_172341,SR630 V4,6740P,L4,Efficient-Large-Model/Sana_1600M_1024px_diffusers,cuda,bfloat16,disabled,bfloat16,interactive,30,30,15.587,,FAIL,stopped early: 6 scored misses already put p95 over the SLA,1,2,0.25978,15.587,1.10,100,0.233,13.98,4291.8,4.2918,4.660,,,,28060.0,31090.0,31370.0,27190.0,,72.7,0,2.00,8,1.0,99.3,,,331.9,0.000702,server_dit_Efficient-Large-Model_Sana_1600M_1024px_diffusers_bfloat16_cuda1r_20260916_172341.txt
server_dit_benchmark,20260916_172341,SR630 V4,6740P,L4,Efficient-Large-Model/Sana_1600M_1024px_diffusers,cuda,bfloat16,disabled,bfloat16,interactive,30,30,17.075,,FAIL,stopped early: 8 scored misses already put p95 over the SLA,1,2,0.28458,17.075,1.20,100,0.207,12.42,4830.9,4.8309,4.140,,,,30240.0,35030.0,35740.0,29140.0,,38.5,0,2.00,9,1.0,99.3,,,331.9,0.000624,server_dit_Efficient-Large-Model_Sana_1600M_1024px_diffusers_bfloat16_cuda1r_20260916_172341.txt
dit_throughput,20260916_031017,SR630 V4,6740P,L4,Efficient-Large-Model/Sana_1600M_1024px_diffusers,cuda,bfloat16,fp8,bfloat16-fp8,throughput,,,,,ok,,1,1,,,,,0.268,16.08,3731.3,3.73,5.36,1.0,,,,,,,,,,,,1.1,99.4,71.7,260.7,332.4,0.001,dit_throughput_Efficient-Large-Model_Sana_1600M_1024px_diffusers_bfloat16-fp8_20260916_031017.txt
server_dit_benchmark,20260916_181843,SR630 V4,6740P,L4,Efficient-Large-Model/Sana_1600M_1024px_diffusers,cuda,bfloat16,fp8,bfloat16-fp8,interactive,30,30,8.020,,PASS,ok,1,1,0.13367,8.020,0.50,100,0.132,7.92,7575.8,7.5758,2.640,,,,4320.0,15860.0,19090.0,6720.0,5610.0,100.0,0,1.00,5,0.6,49.5,,,999.7,0.000132,server_dit_Efficient-Large-Model_Sana_1600M_1024px_diffusers_bfloat16-fp8_cuda1r_20260916_181843.txt
server_dit_benchmark,20260916_181843,SR630 V4,6740P,L4,Efficient-Large-Model/Sana_1600M_1024px_diffusers,cuda,bfloat16,fp8,bfloat16-fp8,interactive,30,30,11.228,,PASS,ok,1,1,0.18713,11.228,0.70,100,0.184,11.04,5434.8,5.4348,3.680,,,,7580.0,20600.0,25620.0,9530.0,8110.0,100.0,0,1.00,7,0.8,70.2,,,317.9,0.000579,server_dit_Efficient-Large-Model_Sana_1600M_1024px_diffusers_bfloat16-fp8_cuda1r_20260916_181843.txt
server_dit_benchmark,20260916_181843,SR630 V4,6740P,L4,Efficient-Large-Model/Sana_1600M_1024px_diffusers,cuda,bfloat16,fp8,bfloat16-fp8,interactive,30,30,13.634,,PASS,ok,1,1,0.22723,13.634,0.85,100,0.223,13.38,4484.3,4.4843,4.460,,,,11700.0,24890.0,29190.0,12900.0,14340.0,99.0,0,1.00,8,0.9,85.3,,,325.4,0.000685,server_dit_Efficient-Large-Model_Sana_1600M_1024px_diffusers_bfloat16-fp8_cuda1r_20260916_181843.txt
server_dit_benchmark,20260916_181843,SR630 V4,6740P,L4,Efficient-Large-Model/Sana_1600M_1024px_diffusers,cuda,bfloat16,fp8,bfloat16-fp8,interactive,30,30,14.788,yes,PASS,ok,1,1,0.24647,14.788,0.92,100,0.241,14.46,4149.4,4.1494,4.820,,,,15860.0,27980.0,31290.0,16240.0,25840.0,97.0,0,1.00,8,1.0,91.8,,,1594.7,0.000151,server_dit_Efficient-Large-Model_Sana_1600M_1024px_diffusers_bfloat16-fp8_cuda1r_20260916_181843.txt
server_dit_benchmark,20260916_181843,SR630 V4,6740P,L4,Efficient-Large-Model/Sana_1600M_1024px_diffusers,cuda,bfloat16,fp8,bfloat16-fp8,interactive,30,30,15.401,,FAIL,stopped early: 7 scored misses already put p95 over the SLA,1,1,0.25668,15.401,0.96,100,0.247,14.82,4048.6,4.0486,4.940,,,,24750.0,33000.0,37520.0,23430.0,48850.0,84.1,0,1.00,10,1.1,98.8,,,331.8,0.000744,server_dit_Efficient-Large-Model_Sana_1600M_1024px_diffusers_bfloat16-fp8_cuda1r_20260916_181843.txt
server_dit_benchmark,20260916_181843,SR630 V4,6740P,L4,Efficient-Large-Model/Sana_1600M_1024px_diffusers,cuda,bfloat16,fp8,bfloat16-fp8,interactive,30,30,16.039,,FAIL,stopped early: 6 scored misses already put p95 over the SLA,1,1,0.26732,16.039,1.00,100,0.226,13.56,4424.8,4.4248,4.520,,,,28430.0,33040.0,33780.0,27610.0,inf,71.4,0,1.00,9,1.1,99.1,,,331.7,0.000681,server_dit_Efficient-Large-Model_Sana_1600M_1024px_diffusers_bfloat16-fp8_cuda1r_20260916_181843.txt
server_dit_vllm,20260919_044411,SR630 V4,6740P,L4,Efficient-Large-Model/Sana_1600M_1024px_diffusers,cuda,bfloat16,fp8,bfloat16-fp8,interactive,30,30,12.536,,PASS,ok,1,1,0.20893,12.536,0.50,100,0.206,12.36,4854.4,4.8544,4.120,,,,2730.0,10000.0,12110.0,4270.0,3590.0,100.0,0,,4,0.8,49.2,,,310.5,0.000663,server_dit_vllm_Efficient-Large-Model_Sana_1600M_1024px_diffusers_bfloat16-fp8_cuda1r_20260919_044411.txt
server_dit_vllm,20260919_044411,SR630 V4,6740P,L4,Efficient-Large-Model/Sana_1600M_1024px_diffusers,cuda,bfloat16,fp8,bfloat16-fp8,interactive,30,30,17.550,,PASS,ok,1,1,0.29250,17.550,0.70,100,0.288,17.28,3472.2,3.4722,5.760,,,,4820.0,13030.0,16190.0,6030.0,5190.0,100.0,0,,7,1.1,68.8,,,1075.3,0.000268,server_dit_vllm_Efficient-Large-Model_Sana_1600M_1024px_diffusers_bfloat16-fp8_cuda1r_20260919_044411.txt
server_dit_vllm,20260919_044411,SR630 V4,6740P,L4,Efficient-Large-Model/Sana_1600M_1024px_diffusers,cuda,bfloat16,fp8,bfloat16-fp8,interactive,30,30,21.310,,PASS,ok,1,1,0.35517,21.310,0.85,100,0.349,20.94,2865.3,2.8653,6.980,,,,7230.0,15730.0,18520.0,8140.0,9170.0,100.0,0,,8,1.3,84.5,,,1240.7,0.000281,server_dit_vllm_Efficient-Large-Model_Sana_1600M_1024px_diffusers_bfloat16-fp8_cuda1r_20260919_044411.txt
server_dit_vllm,20260919_044411,SR630 V4,6740P,L4,Efficient-Large-Model/Sana_1600M_1024px_diffusers,cuda,bfloat16,fp8,bfloat16-fp8,interactive,30,30,23.114,yes,PASS,ok,1,1,0.38523,23.114,0.92,100,0.378,22.68,2645.5,2.6455,7.560,,,,9910.0,17730.0,19800.0,10180.0,16530.0,100.0,0,,8,1.4,92.2,,,331.2,0.001141,server_dit_vllm_Efficient-Large-Model_Sana_1600M_1024px_diffusers_bfloat16-fp8_cuda1r_20260919_044411.txt
server_dit_vllm,20260919_044411,SR630 V4,6740P,L4,Efficient-Large-Model/Sana_1600M_1024px_diffusers,cuda,bfloat16,fp8,bfloat16-fp8,interactive,30,30,24.073,,FAIL,no steady state under SLA: queue would settle at mean 145.9 s at rho 0.99,1,1,0.40122,24.073,0.96,100,0.391,23.46,2557.5,2.5575,7.820,,,,14120.0,20630.0,23560.0,13000.0,31250.0,100.0,0,,10,1.5,96.3,,,332.7,0.001175,server_dit_vllm_Efficient-Large-Model_Sana_1600M_1024px_diffusers_bfloat16-fp8_cuda1r_20260919_044411.txt
server_dit_vllm,20260919_044411,SR630 V4,6740P,L4,Efficient-Large-Model/Sana_1600M_1024px_diffusers,cuda,bfloat16,fp8,bfloat16-fp8,interactive,30,30,25.071,,FAIL,overloaded: offered 25.07/min >= measured capacity 24.23/min (rho 1.03); met the SLA only because the level ended,1,1,0.41785,25.071,1.00,100,0.404,24.24,2475.2,2.4752,8.080,,,,18320.0,25530.0,28030.0,17230.0,inf,100.0,0,,11,1.5,99.2,,,334.2,0.001209,server_dit_vllm_Efficient-Large-Model_Sana_1600M_1024px_diffusers_bfloat16-fp8_cuda1r_20260919_044411.txt
dit_throughput,20260916_031017,SR630 V4,6740P,L4,Efficient-Large-Model/Sana_1600M_1024px_diffusers,cuda,bfloat16,fp8,bfloat16-fp8,throughput,,,,yes,ok,,1,2,,,,,0.302,18.12,3311.3,3.31,6.04,0.6,,,,,,,,,,,,1.0,99.5,71.8,260.4,332.2,0.001,dit_throughput_Efficient-Large-Model_Sana_1600M_1024px_diffusers_bfloat16-fp8_20260916_031017.txt
dit_throughput,20260916_044658,SR630 V4,6740P,L4,Efficient-Large-Model/Sana_600M_1024px_diffusers,cpu,bfloat16,disabled,bfloat16,throughput,,,,,ok,,1,1,,,,,0.120,7.20,8333.3,8.36,2.39,44.5,,,,,,,,,,,,43.4,,,350.2,350.2,0.000,dit_throughput_Efficient-Large-Model_Sana_600M_1024px_diffusers_bfloat16_20260916_044658.txt
server_dit_benchmark,20260917_140310,SR630 V4,6740P,L4,Efficient-Large-Model/Sana_600M_1024px_diffusers,cpu,bfloat16,disabled,bfloat16,interactive,30,30,3.814,yes,PASS,ok,1,1,0.06357,3.814,0.50,30,0.063,3.78,15873.0,15.8730,1.260,,,,8350.0,28300.0,33300.0,14110.0,11800.0,96.7,0,1.00,4,23.2,,,,856.7,0.000074,server_dit_Efficient-Large-Model_Sana_600M_1024px_diffusers_bfloat16_cpu1r_20260917_140310.txt
server_dit_benchmark,20260917_140310,SR630 V4,6740P,L4,Efficient-Large-Model/Sana_600M_1024px_diffusers,cpu,bfloat16,disabled,bfloat16,interactive,30,30,4.148,,FAIL,stopped early: 3 scored misses already put p95 over the SLA,1,1,0.06913,4.148,0.54,30,0.097,5.82,10309.3,10.3093,1.940,,,,28290.0,35320.0,36650.0,29120.0,12560.0,62.5,0,1.00,4,42.4,,,,348.9,0.000278,server_dit_Efficient-Large-Model_Sana_600M_1024px_diffusers_bfloat16_cpu1r_20260917_140310.txt
server_dit_benchmark,20260917_140310,SR630 V4,6740P,L4,Efficient-Large-Model/Sana_600M_1024px_diffusers,cpu,bfloat16,disabled,bfloat16,interactive,30,30,4.512,,FAIL,stopped early: 4 scored misses already put p95 over the SLA,1,1,0.07520,4.512,0.59,30,0.088,5.28,11363.6,11.3636,1.760,,,,32380.0,37960.0,39000.0,32060.0,13570.0,33.3,0,1.00,4,42.6,,,,348.8,0.000252,server_dit_Efficient-Large-Model_Sana_600M_1024px_diffusers_bfloat16_cpu1r_20260917_140310.txt
server_dit_benchmark,20260917_140310,SR630 V4,6740P,L4,Efficient-Large-Model/Sana_600M_1024px_diffusers,cpu,bfloat16,disabled,bfloat16,interactive,30,30,5.339,,FAIL,stopped early: 4 scored misses already put p95 over the SLA,1,1,0.08898,5.339,0.70,30,0.087,5.22,11494.3,11.4943,1.740,,,,37550.0,41700.0,42460.0,35920.0,17050.0,33.3,0,1.00,5,42.7,,,,350.6,0.000248,server_dit_Efficient-Large-Model_Sana_600M_1024px_diffusers_bfloat16_cpu1r_20260917_140310.txt
dit_throughput,20260916_044658,SR630 V4,6740P,L4,Efficient-Large-Model/Sana_600M_1024px_diffusers,cpu,bfloat16,disabled,bfloat16,throughput,,,,yes,ok,,2,1,,,,,0.230,13.80,4347.8,8.71,4.59,87.0,,,,,,,,,,,,84.9,,,437.2,437.2,0.001,dit_throughput_Efficient-Large-Model_Sana_600M_1024px_diffusers_bfloat16_20260916_044658.txt
server_dit_benchmark,20260917_152103,SR630 V4,6740P,L4,Efficient-Large-Model/Sana_600M_1024px_diffusers,cpu,bfloat16,disabled,bfloat16,interactive,30,30,7.322,,PASS,ok,2,1,0.12203,7.322,0.50,30,0.119,7.14,8403.4,8.4034,2.380,,,,8280.0,17410.0,18810.0,10380.0,9560.0,100.0,0,1.00,4,44.7,,,,355.1,0.000335,server_dit_Efficient-Large-Model_Sana_600M_1024px_diffusers_bfloat16_cpu2r_20260917_152103.txt
server_dit_benchmark,20260917_152103,SR630 V4,6740P,L4,Efficient-Large-Model/Sana_600M_1024px_diffusers,cpu,bfloat16,disabled,bfloat16,interactive,30,30,10.251,,PASS,ok,2,1,0.17085,10.251,0.70,30,0.165,9.90,6060.6,6.0606,3.300,,,,12330.0,23200.0,24950.0,13840.0,12130.0,100.0,0,1.00,5,62.8,,,,394.9,0.000418,server_dit_Efficient-Large-Model_Sana_600M_1024px_diffusers_bfloat16_cpu2r_20260917_152103.txt
server_dit_benchmark,20260917_152103,SR630 V4,6740P,L4,Efficient-Large-Model/Sana_600M_1024px_diffusers,cpu,bfloat16,disabled,bfloat16,interactive,30,30,12.448,,PASS,ok,2,1,0.20747,12.448,0.85,30,0.198,11.88,5050.5,5.0505,3.960,,,,20800.0,27090.0,29590.0,19480.0,18870.0,96.7,0,1.00,6,76.1,,,,2146.7,0.000092,server_dit_Efficient-Large-Model_Sana_600M_1024px_diffusers_bfloat16_cpu2r_20260917_152103.txt
server_dit_benchmark,20260917_152103,SR630 V4,6740P,L4,Efficient-Large-Model/Sana_600M_1024px_diffusers,cpu,bfloat16,disabled,bfloat16,interactive,30,30,12.964,yes,PASS,ok,2,1,0.21607,12.964,0.89,30,0.206,12.36,4854.4,4.8544,4.120,,,,22660.0,28100.0,30080.0,20600.0,23040.0,96.7,0,1.00,6,78.8,,,,430.3,0.000479,server_dit_Efficient-Large-Model_Sana_600M_1024px_diffusers_bfloat16_cpu2r_20260917_152103.txt
server_dit_benchmark,20260917_152103,SR630 V4,6740P,L4,Efficient-Large-Model/Sana_600M_1024px_diffusers,cpu,bfloat16,disabled,bfloat16,interactive,30,30,13.502,,FAIL,stopped early: 3 scored misses already put p95 over the SLA,2,1,0.22503,13.502,0.92,30,0.187,11.22,5347.6,5.3476,3.740,,,,27890.0,31600.0,32230.0,27460.0,31420.0,75.0,0,1.00,6,84.4,,,,441.3,0.000424,server_dit_Efficient-Large-Model_Sana_600M_1024px_diffusers_bfloat16_cpu2r_20260917_152103.txt
server_dit_benchmark,20260917_152103,SR630 V4,6740P,L4,Efficient-Large-Model/Sana_600M_1024px_diffusers,cpu,bfloat16,disabled,bfloat16,interactive,30,30,14.645,,FAIL,stopped early: 5 scored misses already put p95 over the SLA,2,1,0.24408,14.645,1.00,30,0.175,10.50,5714.3,5.7143,3.500,,,,31010.0,35290.0,36020.0,30290.0,inf,50.0,0,1.00,8,85.9,,,,444.9,0.000393,server_dit_Efficient-Large-Model_Sana_600M_1024px_diffusers_bfloat16_cpu2r_20260917_152103.txt
